,line_name,family_old,family,NAM_name,DAP_line_BLUPs,DAP_fixed_fam_effs,BLUE
1,HR601S001,1,1,HR601S,-2.230717858,0,-2.230717858
2,HR601S002,1,1,HR601S,-1.853351168,0,-1.853351168
3,HR601S003,1,1,HR601S,-1.298003992,0,-1.298003992
4,HR601S004,1,1,HR601S,-4.06777656,0,-4.06777656
5,HR601S005,1,1,HR601S,-1.936985368,0,-1.936985368
6,HR601S006,1,1,HR601S,-5.850478915,0,-5.850478915
7,HR601S007,1,1,HR601S,-5.336992051,0,-5.336992051
8,HR601S008,1,1,HR601S,-2.451146556,0,-2.451146556
9,HR601S009,1,1,HR601S,-7.716864677,0,-7.716864677
10,HR601S010,1,1,HR601S,6.048700711,0,6.048700711
11,HR601S011,1,1,HR601S,-2.826966137,0,-2.826966137
12,HR601S012,1,1,HR601S,-2.448092628,0,-2.448092628
13,HR601S013,1,1,HR601S,-4.20248048,0,-4.20248048
14,HR601S014,1,1,HR601S,-0.465897465,0,-0.465897465
15,HR601S015,1,1,HR601S,-0.297951882,0,-0.297951882
16,HR601S016,1,1,HR601S,-3.929748673,0,-3.929748673
17,HR601S017,1,1,HR601S,-3.405638607,0,-3.405638607
18,HR601S018,1,1,HR601S,-1.805433056,0,-1.805433056
19,HR601S019,1,1,HR601S,-0.474650079,0,-0.474650079
20,HR601S020,1,1,HR601S,-4.855850511,0,-4.855850511
21,HR601S021,1,1,HR601S,-1.422854238,0,-1.422854238
22,HR601S022,1,1,HR601S,-0.764053198,0,-0.764053198
23,HR601S023,1,1,HR601S,-3.902617623,0,-3.902617623
24,HR601S024,1,1,HR601S,-1.021595903,0,-1.021595903
25,HR601S025,1,1,HR601S,-2.247397224,0,-2.247397224
26,HR601S026,1,1,HR601S,-0.791779751,0,-0.791779751
27,HR601S027,1,1,HR601S,2.344906202,0,2.344906202
28,HR601S028,1,1,HR601S,-2.239655742,0,-2.239655742
29,HR601S029,1,1,HR601S,-0.068282953,0,-0.068282953
30,HR601S030,1,1,HR601S,0.080915528,0,0.080915528
31,HR601S031,1,1,HR601S,-2.949870583,0,-2.949870583
32,HR601S032,1,1,HR601S,-3.953207168,0,-3.953207168
33,HR601S033,1,1,HR601S,-3.401988451,0,-3.401988451
34,HR601S034,1,1,HR601S,1.492756583,0,1.492756583
35,HR601S035,1,1,HR601S,-4.411759092,0,-4.411759092
36,HR601S036,1,1,HR601S,0.425692595,0,0.425692595
37,HR601S037,1,1,HR601S,-4.913690196,0,-4.913690196
38,HR601S038,1,1,HR601S,4.220201454,0,4.220201454
39,HR601S039,1,1,HR601S,1.66467979,0,1.66467979
40,HR601S040,1,1,HR601S,-1.436982946,0,-1.436982946
41,HR601S042,1,1,HR601S,0.144253369,0,0.144253369
42,HR601S043,1,1,HR601S,-2.512469649,0,-2.512469649
43,HR601S044,1,1,HR601S,-4.231218779,0,-4.231218779
44,HR601S045,1,1,HR601S,-3.074839723,0,-3.074839723
45,HR601S046,1,1,HR601S,-0.302189989,0,-0.302189989
46,HR602S001,2,2,HR602S,-4.595525509,-3.868297668,-8.463823177
47,HR602S002,2,2,HR602S,-4.74919663,-3.868297668,-8.617494299
48,HR602S003,2,2,HR602S,-7.009641295,-3.868297668,-10.87793896
49,HR602S004,2,2,HR602S,4.971578954,-3.868297668,1.103281286
50,HR602S005,2,2,HR602S,3.057423583,-3.868297668,-0.810874085
51,HR602S006,2,2,HR602S,5.58549381,-3.868297668,1.717196142
52,HR602S008,2,2,HR602S,-5.418130683,-3.868297668,-9.286428351
53,HR602S009,2,2,HR602S,4.296846822,-3.868297668,0.428549154
54,HR602S010,2,2,HR602S,2.83600481,-3.868297668,-1.032292858
55,HR602S011,2,2,HR602S,-4.182159566,-3.868297668,-8.050457235
56,HR602S012,2,2,HR602S,6.525033135,-3.868297668,2.656735467
57,HR602S013,2,2,HR602S,2.484656022,-3.868297668,-1.383641646
58,HR602S014,2,2,HR602S,-5.177836496,-3.868297668,-9.046134164
59,HR602S015,2,2,HR602S,-4.937069588,-3.868297668,-8.805367256
60,HR602S016,2,2,HR602S,2.469775892,-3.868297668,-1.398521776
61,HR602S017,2,2,HR602S,2.447443457,-3.868297668,-1.420854211
62,HR602S018,2,2,HR602S,-4.683516786,-3.868297668,-8.551814454
63,HR602S019,2,2,HR602S,-2.96470908,-3.868297668,-6.833006748
64,HR602S020,2,2,HR602S,-4.397678594,-3.868297668,-8.265976262
65,HR602S021,2,2,HR602S,1.986254505,-3.868297668,-1.882043163
66,HR602S022,2,2,HR602S,-5.23167836,-3.868297668,-9.099976029
67,HR602S023,2,2,HR602S,-3.938633736,-3.868297668,-7.806931404
68,HR602S024,2,2,HR602S,-1.354720387,-3.868297668,-5.223018055
69,HR602S025,2,2,HR602S,6.807130208,-3.868297668,2.93883254
70,HR602S026,2,2,HR602S,5.684301581,-3.868297668,1.816003912
71,HR602S027,2,2,HR602S,0.500480014,-3.868297668,-3.367817654
72,HR602S028,2,2,HR602S,-4.626657563,-3.868297668,-8.494955232
73,HR602S029,2,2,HR602S,3.078903814,-3.868297668,-0.789393854
74,HR602S030,2,2,HR602S,-4.457679375,-3.868297668,-8.325977043
75,HR602S031,2,2,HR602S,-3.816762377,-3.868297668,-7.685060045
76,HR602S032,2,2,HR602S,-1.84881173,-3.868297668,-5.717109398
77,HR602S033,2,2,HR602S,-2.080864063,-3.868297668,-5.949161731
78,HR602S034,2,2,HR602S,-2.964472697,-3.868297668,-6.832770365
79,HR602S035,2,2,HR602S,-6.182577134,-3.868297668,-10.0508748
80,HR602S036,2,2,HR602S,-3.778906585,-3.868297668,-7.647204253
81,HR602S037,2,2,HR602S,3.58680466,-3.868297668,-0.281493008
82,HR602S038,2,2,HR602S,6.896272402,-3.868297668,3.027974734
83,HR602S039,2,2,HR602S,-6.644464124,-3.868297668,-10.51276179
84,HR602S040,2,2,HR602S,-4.420815793,-3.868297668,-8.289113461
85,HR602S041,2,2,HR602S,0.911224933,-3.868297668,-2.957072735
86,HR602S042,2,2,HR602S,3.641497369,-3.868297668,-0.226800299
87,HR602S043,2,2,HR602S,-5.879630288,-3.868297668,-9.747927956
88,HR602S044,2,2,HR602S,-4.775930006,-3.868297668,-8.644227675
89,HR602S045,2,2,HR602S,2.368956139,-3.868297668,-1.499341529
90,HR602S046,2,2,HR602S,-4.973976657,-3.868297668,-8.842274325
91,HR602S047,2,2,HR602S,2.034766129,-3.868297668,-1.833531539
92,HR602S048,2,2,HR602S,-4.157893947,-3.868297668,-8.026191615
93,HR602S049,2,2,HR602S,2.110057667,-3.868297668,-1.758240001
94,HR602S050,2,2,HR602S,-3.430993811,-3.868297668,-7.299291479
95,HR602S051,2,2,HR602S,5.26824308,-3.868297668,1.399945412
96,HR602S052,2,2,HR602S,-4.567316439,-3.868297668,-8.435614107
97,HR602S053,2,2,HR602S,5.647824102,-3.868297668,1.779526434
98,HR602S055,2,2,HR602S,-3.72364237,-3.868297668,-7.591940039
99,HR602S056,2,2,HR602S,-3.111489152,-3.868297668,-6.97978682
100,HR602S057,2,2,HR602S,4.436047454,-3.868297668,0.567749786
101,HR602S058,2,2,HR602S,0.071749413,-3.868297668,-3.796548256
102,HR602S059,2,2,HR602S,1.665626495,-3.868297668,-2.202671173
103,HR602S060,2,2,HR602S,-6.933656247,-3.868297668,-10.80195392
104,HR602S061,2,2,HR602S,1.774606501,-3.868297668,-2.093691167
105,HR602S062,2,2,HR602S,-5.406156319,-3.868297668,-9.274453987
106,HR602S063,2,2,HR602S,-1.914899745,-3.868297668,-5.783197414
107,HR602S064,2,2,HR602S,-5.577349312,-3.868297668,-9.44564698
108,HR602S065,2,2,HR602S,-5.561127688,-3.868297668,-9.429425356
109,HR602S066,2,2,HR602S,1.154885024,-3.868297668,-2.713412644
110,HR602S067,2,2,HR602S,5.436863313,-3.868297668,1.568565645
111,HR602S068,2,2,HR602S,-4.00017767,-3.868297668,-7.868475338
112,HR602S069,2,2,HR602S,3.794146427,-3.868297668,-0.074151241
113,HR602S070,2,2,HR602S,1.24164204,-3.868297668,-2.626655628
114,HR602S071,2,2,HR602S,1.359407317,-3.868297668,-2.508890351
115,HR603S005,3,3,HR603S,-1.281219512,0.190518303,-1.09070121
116,HR603S006,3,3,HR603S,-9.668144506,0.190518303,-9.477626203
117,HR603S007,3,3,HR603S,-2.913608772,0.190518303,-2.723090469
118,HR603S008,3,3,HR603S,-6.549667142,0.190518303,-6.359148839
119,HR603S009,3,3,HR603S,-7.172608082,0.190518303,-6.982089779
120,HR603S010,3,3,HR603S,-5.201650411,0.190518303,-5.011132108
121,HR603S011,3,3,HR603S,10.20945282,0.190518303,10.39997113
122,HR603S012,3,3,HR603S,-2.797141167,0.190518303,-2.606622865
123,HR603S014,3,3,HR603S,-6.30399614,0.190518303,-6.113477837
124,HR603S016,3,3,HR603S,-8.166935852,0.190518303,-7.976417549
125,HR603S017,3,3,HR603S,-0.06357554,0.190518303,0.126942763
126,HR603S018,3,3,HR603S,-9.509663577,0.190518303,-9.319145274
127,HR603S019,3,3,HR603S,-3.576273141,0.190518303,-3.385754839
128,HR603S020,3,3,HR603S,-0.615324411,0.190518303,-0.424806108
129,HR603S021,3,3,HR603S,1.689822566,0.190518303,1.880340869
130,HR603S022,3,3,HR603S,-9.869363104,0.190518303,-9.678844802
131,HR603S023,3,3,HR603S,1.999456265,0.190518303,2.189974568
132,HR603S024,3,3,HR603S,-7.776382894,0.190518303,-7.585864591
133,HR603S025,3,3,HR603S,6.313064843,0.190518303,6.503583145
134,HR603S026,3,3,HR603S,1.268305462,0.190518303,1.458823765
135,HR603S027,3,3,HR603S,-5.287600946,0.190518303,-5.097082643
136,HR603S028,3,3,HR603S,-1.287077864,0.190518303,-1.096559562
137,HR603S029,3,3,HR603S,-4.955860755,0.190518303,-4.765342452
138,HR603S030,3,3,HR603S,-1.440455001,0.190518303,-1.249936698
139,HR603S031,3,3,HR603S,-7.599794704,0.190518303,-7.409276401
140,HR603S032,3,3,HR603S,-5.181761142,0.190518303,-4.991242839
141,HR603S033,3,3,HR603S,-6.967378369,0.190518303,-6.776860066
142,HR603S034,3,3,HR603S,-5.131044334,0.190518303,-4.940526031
143,HR603S035,3,3,HR603S,-10.24489646,0.190518303,-10.05437815
144,HR603S036,3,3,HR603S,-7.222405492,0.190518303,-7.031887189
145,HR603S037,3,3,HR603S,0.301740967,0.190518303,0.49225927
146,HR604S001,4,4,HR604S,2.026376455,0.908108656,2.934485112
147,HR604S002,4,4,HR604S,3.56158383,0.908108656,4.469692486
148,HR604S004,4,4,HR604S,-1.263450955,0.908108656,-0.355342299
149,HR604S005,4,4,HR604S,-0.486405891,0.908108656,0.421702765
150,HR604S006,4,4,HR604S,-0.181306113,0.908108656,0.726802544
151,HR604S007,4,4,HR604S,-2.617920278,0.908108656,-1.709811622
152,HR604S008,4,4,HR604S,-1.253565957,0.908108656,-0.345457301
153,HR604S009,4,4,HR604S,0.581384449,0.908108656,1.489493106
154,HR604S010,4,4,HR604S,1.069809629,0.908108656,1.977918285
155,HR604S011,4,4,HR604S,-3.961634152,0.908108656,-3.053525496
156,HR604S012,4,4,HR604S,-2.928799791,0.908108656,-2.020691134
157,HR604S013,4,4,HR604S,0.326964758,0.908108656,1.235073415
158,HR604S014,4,4,HR604S,0.168367642,0.908108656,1.076476299
159,HR604S015,4,4,HR604S,2.603984893,0.908108656,3.512093549
160,HR604S016,4,4,HR604S,-1.227746588,0.908108656,-0.319637932
161,HR604S017,4,4,HR604S,3.281093806,0.908108656,4.189202463
162,HR604S019,4,4,HR604S,-2.247287365,0.908108656,-1.339178709
163,HR604S020,4,4,HR604S,2.498830122,0.908108656,3.406938778
164,HR604S021,4,4,HR604S,3.76402182,0.908108656,4.672130476
165,HR604S022,4,4,HR604S,2.458302132,0.908108656,3.366410788
166,HR604S023,4,4,HR604S,0.126627843,0.908108656,1.0347365
167,HR604S024,4,4,HR604S,1.516980309,0.908108656,2.425088965
168,HR604S025,4,4,HR604S,-3.945930904,0.908108656,-3.037822248
169,HR604S026,4,4,HR604S,0.571689685,0.908108656,1.479798341
170,HR604S027,4,4,HR604S,1.468366012,0.908108656,2.376474669
171,HR604S028,4,4,HR604S,0.170307078,0.908108656,1.078415735
172,HR604S029,4,4,HR604S,-2.862767321,0.908108656,-1.954658665
173,HR604S030,4,4,HR604S,1.668803649,0.908108656,2.576912306
174,HR604S031,4,4,HR604S,-1.70780929,0.908108656,-0.799700633
175,HR604S032,4,4,HR604S,2.807388367,0.908108656,3.715497023
176,HR604S034,4,4,HR604S,-2.065065955,0.908108656,-1.156957298
177,HR604S035,4,4,HR604S,2.001429829,0.908108656,2.909538485
178,HR604S037,4,4,HR604S,4.067509178,0.908108656,4.975617835
179,HR604S039,4,4,HR604S,-2.200954736,0.908108656,-1.29284608
180,HR604S040,4,4,HR604S,4.009008272,0.908108656,4.917116928
181,HR604S041,4,4,HR604S,0.015645662,0.908108656,0.923754319
182,HR604S042,4,4,HR604S,1.622749908,0.908108656,2.530858564
183,HR604S043,4,4,HR604S,-3.30827521,0.908108656,-2.400166553
184,HR604S044,4,4,HR604S,1.498611154,0.908108656,2.406719811
185,HR604S045,4,4,HR604S,2.431652602,0.908108656,3.339761258
186,HR604S046,4,4,HR604S,0.500616329,0.908108656,1.408724986
187,HR604S047,4,4,HR604S,-1.717385629,0.908108656,-0.809276972
188,HR604S048,4,4,HR604S,1.484267079,0.908108656,2.392375736
189,HR604S049,4,4,HR604S,-2.712208079,0.908108656,-1.804099423
190,HR604S050,4,4,HR604S,6.894793468,0.908108656,7.802902124
191,HR604S051,4,4,HR604S,0.850367734,0.908108656,1.758476391
192,HR604S052,4,4,HR604S,0.715257086,0.908108656,1.623365742
193,HR604S054,4,4,HR604S,1.324207902,0.908108656,2.232316559
194,HR604S055,4,4,HR604S,6.665106322,0.908108656,7.573214979
195,HR604S056,4,4,HR604S,-0.116338111,0.908108656,0.791770545
196,HR604S057,4,4,HR604S,4.708605249,0.908108656,5.616713906
197,HR604S059,4,4,HR604S,0.952416384,0.908108656,1.86052504
198,HR604S060,4,4,HR604S,1.77055376,0.908108656,2.678662416
199,HR604S061,4,4,HR604S,-1.115659905,0.908108656,-0.207551248
200,HR604S062,4,4,HR604S,0.459139959,0.908108656,1.367248615
201,HR604S063,4,4,HR604S,0.25576085,0.908108656,1.163869507
202,HR604S065,4,4,HR604S,-2.553160271,0.908108656,-1.645051614
203,HR604S066,4,4,HR604S,-0.882695169,0.908108656,0.025413488
204,HR604S067,4,4,HR604S,-2.919561087,0.908108656,-2.01145243
205,HR604S068,4,4,HR604S,0.369732151,0.908108656,1.277840807
206,HR604S069,4,4,HR604S,-0.237886784,0.908108656,0.670221873
207,HR604S070,4,4,HR604S,3.911599422,0.908108656,4.819708078
208,HR604S071,4,4,HR604S,0.364154628,0.908108656,1.272263285
209,HR604S072,4,4,HR604S,-2.635308266,0.908108656,-1.727199609
210,HR604S073,4,4,HR604S,-4.384582689,0.908108656,-3.476474033
211,HR604S074,4,4,HR604S,-2.382007223,0.908108656,-1.473898566
212,HR604S075,4,4,HR604S,-2.065208736,0.908108656,-1.157100079
213,HR604S076,4,4,HR604S,0.661071259,0.908108656,1.569179916
214,HR604S077,4,4,HR604S,4.102469591,0.908108656,5.010578247
215,HR604S079,4,4,HR604S,-1.533244634,0.908108656,-0.625135977
216,HR605S001,5,5,HR605S,3.971302636,-4.180521528,-0.209218893
217,HR605S002,5,5,HR605S,-1.561931849,-4.180521528,-5.742453377
218,HR605S004,5,5,HR605S,4.51859176,-4.180521528,0.338070232
219,HR605S005,5,5,HR605S,4.139268725,-4.180521528,-0.041252803
220,HR605S006,5,5,HR605S,-0.970253326,-4.180521528,-5.150774854
221,HR605S007,5,5,HR605S,-3.36406376,-4.180521528,-7.544585288
222,HR605S009,5,5,HR605S,-2.087532449,-4.180521528,-6.268053977
223,HR605S011,5,5,HR605S,-6.825659878,-4.180521528,-11.00618141
224,HR605S013,5,5,HR605S,-4.575220079,-4.180521528,-8.755741607
225,HR605S016,5,5,HR605S,6.186399127,-4.180521528,2.005877598
226,HR605S017,5,5,HR605S,-0.817227963,-4.180521528,-4.997749491
227,HR605S018,5,5,HR605S,-4.209330453,-4.180521528,-8.389851982
228,HR605S019,5,5,HR605S,3.238268419,-4.180521528,-0.942253109
229,HR605S020,5,5,HR605S,-3.257292121,-4.180521528,-7.43781365
230,HR605S021,5,5,HR605S,-4.649796145,-4.180521528,-8.830317673
231,HR605S022,5,5,HR605S,-3.487490053,-4.180521528,-7.668011582
232,HR605S023,5,5,HR605S,4.150776949,-4.180521528,-0.029744579
233,HR605S024,5,5,HR605S,5.439580317,-4.180521528,1.259058788
234,HR605S025,5,5,HR605S,1.081922419,-4.180521528,-3.098599109
235,HR605S026,5,5,HR605S,-3.594492443,-4.180521528,-7.775013971
236,HR605S027,5,5,HR605S,-4.826042502,-4.180521528,-9.00656403
237,HR605S028,5,5,HR605S,-1.957951825,-4.180521528,-6.138473353
238,HR605S029,5,5,HR605S,1.467684152,-4.180521528,-2.712837377
239,HR605S030,5,5,HR605S,-4.545868347,-4.180521528,-8.726389876
240,HR605S031,5,5,HR605S,0.48756756,-4.180521528,-3.692953969
241,HR605S032,5,5,HR605S,3.160313737,-4.180521528,-1.020207791
242,HR605S034,5,5,HR605S,-4.538015768,-4.180521528,-8.718537296
243,HR605S035,5,5,HR605S,-3.699317771,-4.180521528,-7.879839299
244,HR605S036,5,5,HR605S,6.499746148,-4.180521528,2.31922462
245,HR605S037,5,5,HR605S,3.180492341,-4.180521528,-1.000029188
246,HR605S038,5,5,HR605S,-3.233088132,-4.180521528,-7.41360966
247,HR605S039,5,5,HR605S,-2.603208457,-4.180521528,-6.783729986
248,HR605S040,5,5,HR605S,-2.978576331,-4.180521528,-7.159097859
249,HR605S041,5,5,HR605S,-0.356877176,-4.180521528,-4.537398704
250,HR605S042,5,5,HR605S,-5.423125027,-4.180521528,-9.603646555
251,HR605S043,5,5,HR605S,1.299546454,-4.180521528,-2.880975074
252,HR605S044,5,5,HR605S,1.240415098,-4.180521528,-2.940106431
253,HR605S045,5,5,HR605S,-0.151277027,-4.180521528,-4.331798555
254,HR605S046,5,5,HR605S,-1.439072205,-4.180521528,-5.619593733
255,HR605S047,5,5,HR605S,4.639431023,-4.180521528,0.458909495
256,HR605S048,5,5,HR605S,-5.129298246,-4.180521528,-9.309819775
257,HR605S049,5,5,HR605S,3.116144069,-4.180521528,-1.06437746
258,HR605S050,5,5,HR605S,2.948894487,-4.180521528,-1.231627041
259,HR605S051,5,5,HR605S,-0.356563895,-4.180521528,-4.537085423
260,HR605S052,5,5,HR605S,5.914064012,-4.180521528,1.733542484
261,HR605S053,5,5,HR605S,2.17058549,-4.180521528,-2.009936038
262,HR605S055,5,5,HR605S,1.944111869,-4.180521528,-2.236409659
263,HR605S056,5,5,HR605S,1.741045527,-4.180521528,-2.439476001
264,HR605S057,5,5,HR605S,-1.579976816,-4.180521528,-5.760498344
265,HR605S059,5,5,HR605S,-5.322652378,-4.180521528,-9.503173906
266,HR605S061,5,5,HR605S,0.390710148,-4.180521528,-3.78981138
267,HR605S063,5,5,HR605S,2.832017501,-4.180521528,-1.348504028
268,HR605S064,5,5,HR605S,-4.683878194,-4.180521528,-8.864399722
269,HR605S066,5,5,HR605S,-5.02543636,-4.180521528,-9.205957888
270,HR606S001,6,6,HR606S,-3.812894254,-2.29489932,-6.107793575
271,HR606S002,6,6,HR606S,-2.357521791,-2.29489932,-4.652421111
272,HR606S003,6,6,HR606S,0.877583874,-2.29489932,-1.417315447
273,HR606S004,6,6,HR606S,-4.665616497,-2.29489932,-6.960515817
274,HR606S005,6,6,HR606S,-6.285815366,-2.29489932,-8.580714686
275,HR606S006,6,6,HR606S,3.209664843,-2.29489932,0.914765523
276,HR606S007,6,6,HR606S,-2.590628275,-2.29489932,-4.885527596
277,HR606S008,6,6,HR606S,0.568109128,-2.29489932,-1.726790192
278,HR606S010,6,6,HR606S,5.572175053,-2.29489932,3.277275733
279,HR606S013,6,6,HR606S,-3.951743551,-2.29489932,-6.246642871
280,HR606S014,6,6,HR606S,3.059028127,-2.29489932,0.764128807
281,HR606S015,6,6,HR606S,-2.604791835,-2.29489932,-4.899691155
282,HR606S017,6,6,HR606S,9.42939313,-2.29489932,7.13449381
283,HR606S019,6,6,HR606S,3.155398027,-2.29489932,0.860498707
284,HR606S020,6,6,HR606S,-1.00429503,-2.29489932,-3.299194351
285,HR606S021,6,6,HR606S,-1.946268686,-2.29489932,-4.241168006
286,HR606S022,6,6,HR606S,5.296048635,-2.29489932,3.001149315
287,HR606S024,6,6,HR606S,1.999818285,-2.29489932,-0.295081035
288,HR606S025,6,6,HR606S,6.748460948,-2.29489932,4.453561627
289,HR606S026,6,6,HR606S,-0.379370649,-2.29489932,-2.67426997
290,HR606S027,6,6,HR606S,-5.495180077,-2.29489932,-7.790079398
291,HR606S028,6,6,HR606S,3.810471358,-2.29489932,1.515572038
292,HR606S029,6,6,HR606S,-1.668182905,-2.29489932,-3.963082225
293,HR606S030,6,6,HR606S,4.799359674,-2.29489932,2.504460353
294,HR606S032,6,6,HR606S,1.077993105,-2.29489932,-1.216906216
295,HR606S033,6,6,HR606S,-3.324497233,-2.29489932,-5.619396553
296,HR606S034,6,6,HR606S,-0.551847447,-2.29489932,-2.846746767
297,HR606S035,6,6,HR606S,-5.246398296,-2.29489932,-7.541297616
298,HR606S038,6,6,HR606S,6.614029888,-2.29489932,4.319130567
299,HR606S039,6,6,HR606S,15.20851708,-2.29489932,12.91361776
300,HR606S040,6,6,HR606S,-3.335733915,-2.29489932,-5.630633235
301,HR606S042,6,6,HR606S,-1.28647276,-2.29489932,-3.58137208
302,HR606S043,6,6,HR606S,-5.982743459,-2.29489932,-8.277642779
303,HR606S044,6,6,HR606S,-5.288382074,-2.29489932,-7.583281394
304,HR606S045,6,6,HR606S,-6.926906245,-2.29489932,-9.221805565
305,HR606S047,6,6,HR606S,-5.15013249,-2.29489932,-7.445031811
306,HR606S048,6,6,HR606S,-5.493505381,-2.29489932,-7.788404702
307,HR606S049,6,6,HR606S,-4.433672798,-2.29489932,-6.728572119
308,HR606S050,6,6,HR606S,-5.415321625,-2.29489932,-7.710220945
310,HR606S053,6,6,HR606S,-2.502482305,-2.29489932,-4.797381625
311,HR606S054,6,6,HR606S,-4.007655647,-2.29489932,-6.302554967
312,HR606S055,6,6,HR606S,-2.715909113,-2.29489932,-5.010808433
313,HR606S057,6,6,HR606S,-3.528115394,-2.29489932,-5.823014714
314,HR606S058,6,6,HR606S,2.074707179,-2.29489932,-0.220192141
315,HR606S059,6,6,HR606S,12.23012247,-2.29489932,9.935223147
316,HR606S060,6,6,HR606S,-3.952263404,-2.29489932,-6.247162724
317,HR606S062,6,6,HR606S,-4.375679353,-2.29489932,-6.670578673
318,HR606S063,6,6,HR606S,0.216455809,-2.29489932,-2.078443512
319,HR606S064,6,6,HR606S,6.77518455,-2.29489932,4.480285229
320,HR606S068,6,6,HR606S,4.520843808,-2.29489932,2.225944488
321,HR606S069,6,6,HR606S,-2.529003177,-2.29489932,-4.823902498
322,HR606S070,6,6,HR606S,5.845607746,-2.29489932,3.550708426
323,HR606S072,6,6,HR606S,-4.766555035,-2.29489932,-7.061454355
324,HR607S001,7,7,HR607S,-4.806807512,-2.475107821,-7.281915333
325,HR607S002,7,7,HR607S,-5.445468252,-2.475107821,-7.920576073
326,HR607S003,7,7,HR607S,-3.623016742,-2.475107821,-6.098124563
327,HR607S004,7,7,HR607S,5.479042007,-2.475107821,3.003934186
328,HR607S005,7,7,HR607S,4.88917987,-2.475107821,2.414072049
329,HR607S006,7,7,HR607S,-3.679471905,-2.475107821,-6.154579727
330,HR607S007,7,7,HR607S,-4.564609895,-2.475107821,-7.039717716
331,HR607S008,7,7,HR607S,-3.995195396,-2.475107821,-6.470303217
332,HR607S009,7,7,HR607S,-4.219590771,-2.475107821,-6.694698592
333,HR607S010,7,7,HR607S,3.518252472,-2.475107821,1.043144651
334,HR607S011,7,7,HR607S,-3.773437849,-2.475107821,-6.248545671
335,HR607S012,7,7,HR607S,-6.335512538,-2.475107821,-8.810620359
336,HR607S013,7,7,HR607S,-0.865315633,-2.475107821,-3.340423454
337,HR607S015,7,7,HR607S,2.146108468,-2.475107821,-0.328999353
338,HR607S016,7,7,HR607S,-4.886689593,-2.475107821,-7.361797414
339,HR607S017,7,7,HR607S,2.799255819,-2.475107821,0.324147998
340,HR607S019,7,7,HR607S,9.502282033,-2.475107821,7.027174212
341,HR607S021,7,7,HR607S,1.76104755,-2.475107821,-0.714060271
342,HR607S022,7,7,HR607S,8.335672414,-2.475107821,5.860564592
343,HR607S024,7,7,HR607S,-0.737097856,-2.475107821,-3.212205677
344,HR607S025,7,7,HR607S,3.974761307,-2.475107821,1.499653485
345,HR607S026,7,7,HR607S,4.583106927,-2.475107821,2.107999106
346,HR607S027,7,7,HR607S,1.026560757,-2.475107821,-1.448547064
347,HR607S028,7,7,HR607S,-4.12737169,-2.475107821,-6.602479511
348,HR607S029,7,7,HR607S,-3.113737834,-2.475107821,-5.588845655
349,HR607S030,7,7,HR607S,1.673958753,-2.475107821,-0.801149068
350,HR607S031,7,7,HR607S,2.10110027,-2.475107821,-0.374007551
351,HR607S032,7,7,HR607S,1.791515936,-2.475107821,-0.683591885
352,HR607S033,7,7,HR607S,2.91987704,-2.475107821,0.444769219
353,HR607S034,7,7,HR607S,3.143196088,-2.475107821,0.668088267
354,HR607S035,7,7,HR607S,1.286199487,-2.475107821,-1.188908334
355,HR607S036,7,7,HR607S,1.373219014,-2.475107821,-1.101888807
356,HR607S037,7,7,HR607S,0.001411207,-2.475107821,-2.473696614
357,HR607S038,7,7,HR607S,0.243004796,-2.475107821,-2.232103025
358,HR607S039,7,7,HR607S,-5.561664038,-2.475107821,-8.036771859
359,HR607S040,7,7,HR607S,-6.437214344,-2.475107821,-8.912322165
360,HR607S041,7,7,HR607S,-1.185330234,-2.475107821,-3.660438055
361,HR607S043,7,7,HR607S,7.613387462,-2.475107821,5.138279641
362,HR607S044,7,7,HR607S,5.453606325,-2.475107821,2.978498504
363,HR607S045,7,7,HR607S,8.785331434,-2.475107821,6.310223613
364,HR607S046,7,7,HR607S,-1.635409774,-2.475107821,-4.110517595
365,HR607S047,7,7,HR607S,-3.774074773,-2.475107821,-6.249182594
366,HR607S049,7,7,HR607S,6.854042181,-2.475107821,4.37893436
367,HR607S050,7,7,HR607S,-3.794110719,-2.475107821,-6.26921854
368,HR607S051,7,7,HR607S,-4.731276856,-2.475107821,-7.206384677
369,HR607S052,7,7,HR607S,1.93813867,-2.475107821,-0.536969151
370,HR607S053,7,7,HR607S,-3.561526267,-2.475107821,-6.036634088
371,HR607S054,7,7,HR607S,-6.060372183,-2.475107821,-8.535480004
372,HR607S055,7,7,HR607S,7.449580705,-2.475107821,4.974472884
373,HR607S056,7,7,HR607S,2.162866597,-2.475107821,-0.312241224
374,HR607S057,7,7,HR607S,1.786217902,-2.475107821,-0.688889919
375,HR607S058,7,7,HR607S,1.050387328,-2.475107821,-1.424720493
376,HR607S059,7,7,HR607S,-0.024723973,-2.475107821,-2.499831794
377,HR607S060,7,7,HR607S,3.575304579,-2.475107821,1.100196758
378,HR607S061,7,7,HR607S,5.308706104,-2.475107821,2.833598283
379,HR607S062,7,7,HR607S,-2.295074555,-2.475107821,-4.770182377
380,HR607S063,7,7,HR607S,-4.784475224,-2.475107821,-7.259583045
381,HR607S064,7,7,HR607S,-1.857099154,-2.475107821,-4.332206975
382,HR607S065,7,7,HR607S,1.846493545,-2.475107821,-0.628614276
383,HR607S066,7,7,HR607S,3.949440962,-2.475107821,1.474333141
384,HR607S067,7,7,HR607S,-0.442214535,-2.475107821,-2.917322356
