line name	trials
LANSDALE	2011_9K_NB_allplates
LAPINOHRA	2011_9K_NB_allplates
LATE_BLACK_TURKESTAN	2011_9K_NB_allplates
LEMMA-LIKE_GLUMES	2011_9K_NB_allplates
LENDOWA_OOWA	2011_9K_NB_allplates
LIAO_YANG_ZAI_LAI	2011_9K_NB_allplates
LIGNEE125DE_GEMBLOUX	2011_9K_NB_allplates
LIGNEE14DE_GEMBLOUX	2011_9K_NB_allplates
LIGNEE185DE_GEMBLOUX	2011_9K_NB_allplates
LIGNEE456DE_GEMBLOUX	2011_9K_NB_allplates
LYALLPUR3645	2011_9K_NB_allplates
MADISON17	2011_9K_NB_allplates
MAGDALENA	2011_9K_NB_allplates
MALEBO	2011_9K_NB_allplates
MAMMOY	2011_9K_NB_allplates
MANON|PI262215	2011_9K_NB_allplates
MANON|PI264639	2011_9K_NB_allplates
MANSHOLTS_GRONINGER	2011_9K_NB_allplates
MAO_DA_MAI	2011_9K_NB_allplates
MARANINI	2011_9K_NB_allplates
MARIOUT|CIHO6024	2011_9K_NB_allplates
MAROCCAINE0139	2011_9K_NB_allplates
MAROCCAINE0187	2011_9K_NB_allplates
MARTAR	2011_9K_NB_allplates
MARTIN	2011_9K_NB_allplates
MASKIN_CYG	2011_9K_NB_allplates
MCU3461	2011_9K_NB_allplates
MCU3474	2011_9K_NB_allplates
MCU3476	2011_9K_NB_allplates
MCU3485	2011_9K_NB_allplates
MCU3495	2011_9K_NB_allplates
MCU3521	2011_9K_NB_allplates
MCU3523	2011_9K_NB_allplates
MCU3539	2011_9K_NB_allplates
MCU3577	2011_9K_NB_allplates
MCU3600	2011_9K_NB_allplates
MCU3620	2011_9K_NB_allplates
MCU3623	2011_9K_NB_allplates
MCU3649	2011_9K_NB_allplates
MCU3674	2011_9K_NB_allplates
MCU3675	2011_9K_NB_allplates
MCU3690	2011_9K_NB_allplates
MCU3769	2011_9K_NB_allplates
MCU3786	2011_9K_NB_allplates
MCU3844	2011_9K_NB_allplates
MCU3857	2011_9K_NB_allplates
MCU3874	2011_9K_NB_allplates
MCU3876	2011_9K_NB_allplates
MCU3886	2011_9K_NB_allplates
MCU3938	2011_9K_NB_allplates
MCU3967	2011_9K_NB_allplates
MCU3990	2011_9K_NB_allplates
MELTAURESISTANTE_WINTERGERSTE	2011_9K_NB_allplates
MENSURY	2011_9K_NB_allplates
MERV	2011_9K_NB_allplates
MESTYNI_ARPA	2011_9K_NB_allplates
MESTYNI_POLIVNOI	2011_9K_NB_allplates
MIE	2011_9K_NB_allplates
MIKULICKI_WCZESNY	2011_9K_NB_allplates
MILKULICKI	2011_9K_NB_allplates
MINIA	2011_9K_NB_allplates
MINN._CROSS299	2011_9K_NB_allplates
MJOS	2011_9K_NB_allplates
MO._B-475	2011_9K_NB_allplates
MO._B-538	2011_9K_NB_allplates
MODIA|PI328936	2011_9K_NB_allplates
MOIRIS	2011_9K_NB_allplates
MOLDAVSKIJ12	2011_9K_NB_allplates
MONARQUE	2011_9K_NB_allplates
MOR11/6	2011_9K_NB_allplates
MOR11/8	2011_9K_NB_allplates
MOR12/5	2011_9K_NB_allplates
MOR14/2	2011_9K_NB_allplates
MOR14/4	2011_9K_NB_allplates
MOR14/8	2011_9K_NB_allplates
MOR15/3	2011_9K_NB_allplates
MOR15/4	2011_9K_NB_allplates
MOR16/2	2011_9K_NB_allplates
MOR16/7	2011_9K_NB_allplates
MOR17/1	2011_9K_NB_allplates
MOR17/5	2011_9K_NB_allplates
MOR187/3	2011_9K_NB_allplates
MOR4/2	2011_9K_NB_allplates
MOR4/3	2011_9K_NB_allplates
MOR4/4	2011_9K_NB_allplates
MOR5/5	2011_9K_NB_allplates
MOR6/4	2011_9K_NB_allplates
MOR7/5	2011_9K_NB_allplates
MORAVIA	2011_9K_NB_allplates
N119	2011_9K_NB_allplates
N24	2011_9K_NB_allplates
N31B	2011_9K_NB_allplates
N32A	2011_9K_NB_allplates
N37	2011_9K_NB_allplates
N40	2011_9K_NB_allplates
N45	2011_9K_NB_allplates
N48	2011_9K_NB_allplates
N75B	2011_9K_NB_allplates
N76B	2011_9K_NB_allplates
N84	2011_9K_NB_allplates
N89	2011_9K_NB_allplates
N90B	2011_9K_NB_allplates
NABAWI	2011_9K_NB_allplates
NACHCYVANDANY	2011_9K_NB_allplates
NACKT_GERSTE	2011_9K_NB_allplates
NACKTE_KLEINE	2011_9K_NB_allplates
NAGAOKA	2011_9K_NB_allplates
NAHCIVANDANY	2011_9K_NB_allplates
NB-1003-3	2011_9K_NB_allplates
NEBR.53417	2011_9K_NB_allplates
NEGER	2011_9K_NB_allplates
NEJIRE2	2011_9K_NB_allplates
NO.1241|PI327601	2011_9K_NB_allplates
NORU_BORI	2011_9K_NB_allplates
NR.14	2011_9K_NB_allplates
NSGC1147	2011_9K_NB_allplates
O.A.C._WB58-32	2011_9K_NB_allplates
OAC41-14	2011_9K_NB_allplates
ODESSKIJ46	2011_9K_NB_allplates
OKAYAMA	2011_9K_NB_allplates
OKIMAKI_SHU	2011_9K_NB_allplates
OLLI|CIHO6251	2011_9K_NB_allplates
OLLI|PI327967	2011_9K_NB_allplates
OLLI|PI467411	2011_9K_NB_allplates
OLLINOHRA	2011_9K_NB_allplates
OMUGI_NO.4	2011_9K_NB_allplates
OMUGI_ZAIRAI_SHU	2011_9K_NB_allplates
ONDINE	2011_9K_NB_allplates
ONI_HADAKA	2011_9K_NB_allplates
ONTARIO_NO.14	2011_9K_NB_allplates
OOWA|PI176004	2011_9K_NB_allplates
OOWA|PI176071	2011_9K_NB_allplates
ORGE_CHEDRET	2011_9K_NB_allplates
ORGE_DHIVER_LIGNEE456	2011_9K_NB_allplates
ORGE_DHIVER169	2011_9K_NB_allplates
ORGE_DHIVER173	2011_9K_NB_allplates
ORGE_SAIDA	2011_9K_NB_allplates
ORGE4A	2011_9K_NB_allplates
ORZO_COLLESANO1921	2011_9K_NB_allplates
ORZO_FILICUDI1921	2011_9K_NB_allplates
ORZO_NUDO_DI_ALTAMURA1921	2011_9K_NB_allplates
ORZO_RAINERI1921	2011_9K_NB_allplates
PALLIDUM16	2011_9K_NB_allplates
PALLIDUM32	2011_9K_NB_allplates
PALLIDUM330/2|PI327663	2011_9K_NB_allplates
PALLIDUM330/2|PI369742	2011_9K_NB_allplates
PAROU	2011_9K_NB_allplates
PELLA	2011_9K_NB_allplates
PERTH	2011_9K_NB_allplates
PERTU	2011_9K_NB_allplates
PETRO	2011_9K_NB_allplates
PI_DA_MAI	2011_9K_NB_allplates
PI220659	2011_9K_NB_allplates
PI247928	2011_9K_NB_allplates
PI264909	2011_9K_NB_allplates
PI264911	2011_9K_NB_allplates
PI264916	2011_9K_NB_allplates
PI270683	2011_9K_NB_allplates
PI319867	2011_9K_NB_allplates
PI342031	2011_9K_NB_allplates
PI343713	2011_9K_NB_allplates
PI343714	2011_9K_NB_allplates
PI344863	2011_9K_NB_allplates
PI344865	2011_9K_NB_allplates
PI344867	2011_9K_NB_allplates
PI344871	2011_9K_NB_allplates
PI344874	2011_9K_NB_allplates
PI344880	2011_9K_NB_allplates
PI344889	2011_9K_NB_allplates
PI362381	2011_9K_NB_allplates
PI366450	2011_9K_NB_allplates
PI366453	2011_9K_NB_allplates
PI410437	2011_9K_NB_allplates
PI420922	2011_9K_NB_allplates
PI422225	2011_9K_NB_allplates
PI429314	2011_9K_NB_allplates
PI436144	2011_9K_NB_allplates
PI436159	2011_9K_NB_allplates
PI447087	2011_9K_NB_allplates
PI447105	2011_9K_NB_allplates
PI447121	2011_9K_NB_allplates
PI447138	2011_9K_NB_allplates
PI447146	2011_9K_NB_allplates
PI447172	2011_9K_NB_allplates
PI447178	2011_9K_NB_allplates
PI447181	2011_9K_NB_allplates
PI447191	2011_9K_NB_allplates
PI447212	2011_9K_NB_allplates
PI447232	2011_9K_NB_allplates
PI447250	2011_9K_NB_allplates
PI447251	2011_9K_NB_allplates
PI447260	2011_9K_NB_allplates
PI467467	2011_9K_NB_allplates
PI57046	2011_9K_NB_allplates
PI57047	2011_9K_NB_allplates
PI57048	2011_9K_NB_allplates
PI57057	2011_9K_NB_allplates
PI58057	2011_9K_NB_allplates
PI73296	2011_9K_NB_allplates
PI73297	2011_9K_NB_allplates
PI73303	2011_9K_NB_allplates
PI80937	2011_9K_NB_allplates
PI80938	2011_9K_NB_allplates
PI84311	2011_9K_NB_allplates
PI84312	2011_9K_NB_allplates
PI84313	2011_9K_NB_allplates
PI84314	2011_9K_NB_allplates
PI84315	2011_9K_NB_allplates
PI94853	2011_9K_NB_allplates
PI94856	2011_9K_NB_allplates
PI95249	2011_9K_NB_allplates
PI95253	2011_9K_NB_allplates
PI95265	2011_9K_NB_allplates
POLAR	2011_9K_NB_allplates
POLTAWA	2011_9K_NB_allplates
POMO	2011_9K_NB_allplates
PRIKUMSKIJ26	2011_9K_NB_allplates
PROFESSEUR_DAMSEAUX	2011_9K_NB_allplates
PRUSICHE_N.O.	2011_9K_NB_allplates
PU_JIANG_DI_JI_HONG	2011_9K_NB_allplates
PU_JIANG_MI_MAI_ER	2011_9K_NB_allplates
PUEBLA|PI415014	2011_9K_NB_allplates
PURDUE5621A8-8-1	2011_9K_NB_allplates
PURPLE_HULL-LESS	2011_9K_NB_allplates
QB136.34	2011_9K_NB_allplates
QB137.31	2011_9K_NB_allplates
QB138.28	2011_9K_NB_allplates
QB138.61	2011_9K_NB_allplates
QB139.1	2011_9K_NB_allplates
QB139.19	2011_9K_NB_allplates
QB139.7	2011_9K_NB_allplates
QB139.8	2011_9K_NB_allplates
QB701.7	2011_9K_NB_allplates
QB702.1	2011_9K_NB_allplates
QB704.3	2011_9K_NB_allplates
QB709.5	2011_9K_NB_allplates
QB714.5	2011_9K_NB_allplates
QB714.6	2011_9K_NB_allplates
QB720.1	2011_9K_NB_allplates
QUINARI	2011_9K_NB_allplates
R_W112	2011_9K_NB_allplates
R-127	2011_9K_NB_allplates
RABAT089	2011_9K_NB_allplates
RD-216	2011_9K_NB_allplates
REHN	2011_9K_NB_allplates
RICARDO|PI328933	2011_9K_NB_allplates
RICARDO|PI361711	2011_9K_NB_allplates
RNB-118	2011_9K_NB_allplates
RNB-180	2011_9K_NB_allplates
RNB-208	2011_9K_NB_allplates
RNB-225	2011_9K_NB_allplates
RNB-227	2011_9K_NB_allplates
RNB-235	2011_9K_NB_allplates
RNB-240	2011_9K_NB_allplates
RNB-244	2011_9K_NB_allplates
RNB-264	2011_9K_NB_allplates
RNB-29	2011_9K_NB_allplates
RNB-296	2011_9K_NB_allplates
RNB-302	2011_9K_NB_allplates
RNB-331	2011_9K_NB_allplates
RNB-338	2011_9K_NB_allplates
RNB-35	2011_9K_NB_allplates
RNB-361	2011_9K_NB_allplates
RNB-367	2011_9K_NB_allplates
RNB-373	2011_9K_NB_allplates
RNB-376	2011_9K_NB_allplates
RNB-45	2011_9K_NB_allplates
RNB-67	2011_9K_NB_allplates
ROJEN	2011_9K_NB_allplates
ROKKAKU_TAMAMUGI	2011_9K_NB_allplates
ROSEWORTHY_OREGON	2011_9K_NB_allplates
RUMANIAN19	2011_9K_NB_allplates
RUMANIAN20	2011_9K_NB_allplates
RYUJINSOMUGI	2011_9K_NB_allplates
S139	2011_9K_NB_allplates	Ethiopia_Eritrea_9K
S-18	2011_9K_NB_allplates	Ethiopia_Eritrea_9K
S-42	2011_9K_NB_allplates	Ethiopia_Eritrea_9K
S7244	2011_9K_NB_allplates	Ethiopia_Eritrea_9K
SAFRA|CIHO15350	2011_9K_NB_allplates
SAFRA|CIHO15365	2011_9K_NB_allplates
SAGA_HADAKA1	2011_9K_NB_allplates
SAGGIA|PI42889	2011_9K_NB_allplates
SAGGIA|PI42890	2011_9K_NB_allplates
SAN_YUE_HUANG	2011_9K_NB_allplates
SANTOKU	2011_9K_NB_allplates
SCHLADENER	2011_9K_NB_allplates
SCIRESKIJ	2011_9K_NB_allplates
SEA_OF_AZOV	2011_9K_NB_allplates
SEMENT	2011_9K_NB_allplates
SENTINEL|CIHO5058	2011_9K_NB_allplates
SHIRVANDANY|PI372101	2011_9K_NB_allplates
SHIZUOKA_SHIROROKKAKU1	2011_9K_NB_allplates
SHORTHEAD	2011_9K_NB_allplates
SHOSHU	2011_9K_NB_allplates
SI_LENG_BAI_DA_MAI|PI565598	2011_9K_NB_allplates
SI_LENG_BAI_DA_MAI|PI584971	2011_9K_NB_allplates
SIERRA_DE_ALLEPUZ_BLANCA	2011_9K_NB_allplates
SIRVANDANY	2011_9K_NB_allplates
SJAK	2011_9K_NB_allplates
SLASKI_I|PI290333	2011_9K_NB_allplates
SN-2534A	2011_9K_NB_allplates
SOBIESZYNSKI	2011_9K_NB_allplates
SOLENBYG	2011_9K_NB_allplates
STB131	2011_9K_NB_allplates
STB19	2011_9K_NB_allplates
STB32	2011_9K_NB_allplates
STB44	2011_9K_NB_allplates
STB49	2011_9K_NB_allplates
STB50	2011_9K_NB_allplates
STB51	2011_9K_NB_allplates
STB76	2011_9K_NB_allplates
STB98	2011_9K_NB_allplates
STUPICKY	2011_9K_NB_allplates
STUPICKY_SESTIRADY|PI294773	2011_9K_NB_allplates
STUPICKY_SESTIRADY|PI327603	2011_9K_NB_allplates
STUPICKY_SESTIRADY|PI330402	2011_9K_NB_allplates
SULTAN|PI94886	2011_9K_NB_allplates
SUWON14	2011_9K_NB_allplates
SUWON19	2011_9K_NB_allplates
SUWON2	2011_9K_NB_allplates
SUWON20	2011_9K_NB_allplates
SUWON24	2011_9K_NB_allplates
SUWON3	2011_9K_NB_allplates
SUWON32	2011_9K_NB_allplates
SUWON37	2011_9K_NB_allplates
SUWON4	2011_9K_NB_allplates
SUWON7	2011_9K_NB_allplates
SZEKACS31	2011_9K_NB_allplates
TA_DA_MAI	2011_9K_NB_allplates
TAKESHITA	2011_9K_NB_allplates
TERSKII3617	2011_9K_NB_allplates
TICHEDRETT3265|PI263414	2011_9K_NB_allplates
TIFLIS	2011_9K_NB_allplates
TILLI	2011_9K_NB_allplates
TJK03-112	2011_9K_NB_allplates
TJK03-137	2011_9K_NB_allplates
TONGUSARU_PORI|PI87754	2011_9K_NB_allplates
TONGUSARU_PORI|PI87763	2011_9K_NB_allplates
TOOMAS	2011_9K_NB_allplates
TOUNSI	2011_9K_NB_allplates
TRABUT	2011_9K_NB_allplates
TRAGI	2011_9K_NB_allplates
TRIFURCATUM	2011_9K_NB_allplates
TRYSIL	2011_9K_NB_allplates
TSEMA	2011_9K_NB_allplates
TUNGA	2011_9K_NB_allplates
TUNIS	2011_9K_NB_allplates
TURBAT	2011_9K_NB_allplates
TURKESTAN	2011_9K_NB_allplates
TUXER	2011_9K_NB_allplates
TX01D124	2011_9K_NB_allplates
TX01D143	2011_9K_NB_allplates
TX01D147	2011_9K_NB_allplates
TX01D155	2011_9K_NB_allplates
TX01D160	2011_9K_NB_allplates
TX01D164	2011_9K_NB_allplates
TX01D168	2011_9K_NB_allplates
TX01D170	2011_9K_NB_allplates
TX01D198	2011_9K_NB_allplates
TX01D202	2011_9K_NB_allplates
TX01D209	2011_9K_NB_allplates
TX01D217	2011_9K_NB_allplates
TX01D223	2011_9K_NB_allplates
TX01D230	2011_9K_NB_allplates
TX01D237	2011_9K_NB_allplates
TX01D256	2011_9K_NB_allplates
TX01D269	2011_9K_NB_allplates
TX01D270	2011_9K_NB_allplates
TX01D289	2011_9K_NB_allplates
TX01D292	2011_9K_NB_allplates
TX01D295	2011_9K_NB_allplates
TX01D312	2011_9K_NB_allplates
TX01D333	2011_9K_NB_allplates
TX01D336	2011_9K_NB_allplates
TX01D337	2011_9K_NB_allplates
TX01D339	2011_9K_NB_allplates
TX01D343	2011_9K_NB_allplates
TX01D363	2011_9K_NB_allplates
TX01D372	2011_9K_NB_allplates
TX01D376	2011_9K_NB_allplates
TX01D381	2011_9K_NB_allplates
TX01D382	2011_9K_NB_allplates
TX01D393	2011_9K_NB_allplates
TX02D283	2011_9K_NB_allplates
TX98D746	2011_9K_NB_allplates
TX99D302	2011_9K_NB_allplates
TX99D684	2011_9K_NB_allplates
TYSTOFTE	2011_9K_NB_allplates
UNA8276	2011_9K_NB_allplates
UNA8301	2011_9K_NB_allplates
UNA8307	2011_9K_NB_allplates
UNA8320	2011_9K_NB_allplates
UNA8325	2011_9K_NB_allplates
UNA8350	2011_9K_NB_allplates
UNA8372	2011_9K_NB_allplates
UNA8378	2011_9K_NB_allplates
UNA8381	2011_9K_NB_allplates
UNA8384	2011_9K_NB_allplates
UNA8386	2011_9K_NB_allplates
UNA8389	2011_9K_NB_allplates
UNA8408	2011_9K_NB_allplates
UNA8409	2011_9K_NB_allplates
UNA8461	2011_9K_NB_allplates
URBUSH	2011_9K_NB_allplates
UROZHAINYI	2011_9K_NB_allplates
UTAH_BC4-68	2011_9K_NB_allplates
VALLUNO	2011_9K_NB_allplates
VIMA	2011_9K_NB_allplates
WA10081-63	2011_9K_NB_allplates
WANG_TA_MAI	2011_9K_NB_allplates
WEIZEN_ODER_EDEL	2011_9K_NB_allplates
WELGEVALLEN65-36-5	2011_9K_NB_allplates
WEST_CHINA	2011_9K_NB_allplates
WHITE_RUSSIAN	2011_9K_NB_allplates
WHITE_TURKESTAN	2011_9K_NB_allplates
WIR13057	2011_9K_NB_allplates
WIR13060	2011_9K_NB_allplates
WIR13585	2011_9K_NB_allplates
WIR13972	2011_9K_NB_allplates
WIR14007	2011_9K_NB_allplates
WIR17035	2011_9K_NB_allplates
WIR18338	2011_9K_NB_allplates
WIR21723	2011_9K_NB_allplates
WIR3136	2011_9K_NB_allplates
WIR6107	2011_9K_NB_allplates
WIR7996	2011_9K_NB_allplates
WOODROW	2011_9K_NB_allplates
WPBS/CAN3/184	2011_9K_NB_allplates
WWB-18	2011_9K_NB_allplates
WYO.60126	2011_9K_NB_allplates
YABANI_JUT	2011_9K_NB_allplates
YOHEIROKKAKU_OMUGI	2011_9K_NB_allplates
YUAN_MEH757	2011_9K_NB_allplates
ZAIRAI_OMUGI	2011_9K_NB_allplates
ZDM2760	2011_9K_NB_allplates
ZDM2901	2011_9K_NB_allplates
ZDM3023	2011_9K_NB_allplates
ZDM3231	2011_9K_NB_allplates
ZEMUN_POLJE18/144	2011_9K_NB_allplates
ZIKTOO	2011_9K_NB_allplates
ZOAPILA|PI467735	2011_9K_NB_allplates
ZOND	2011_9K_NB_allplates
CI13740	Ethiopia_Eritrea_9K
IAR/B/214-3	Ethiopia_Eritrea_9K
IAR/B/473	Ethiopia_Eritrea_9K
1863	Ethiopia_Eritrea_9K
2095	Ethiopia_Eritrea_9K
8701	Ethiopia_Eritrea_9K
8738	Ethiopia_Eritrea_9K
8807	Ethiopia_Eritrea_9K
8894	Ethiopia_Eritrea_9K
9253	Ethiopia_Eritrea_9K
9646	Ethiopia_Eritrea_9K
9946	Ethiopia_Eritrea_9K
10034	Ethiopia_Eritrea_9K
494B	Ethiopia_Eritrea_9K
CI13355	Ethiopia_Eritrea_9K
CI13746	Ethiopia_Eritrea_9K
CI13753	Ethiopia_Eritrea_9K
CI13761	Ethiopia_Eritrea_9K
CI13767	Ethiopia_Eritrea_9K
CI13776	Ethiopia_Eritrea_9K
CI13777	Ethiopia_Eritrea_9K
CIHO14092	Ethiopia_Eritrea_9K
ELS6302-225	Ethiopia_Eritrea_9K
ELS6302-70	Ethiopia_Eritrea_9K
ELS6402-261	Ethiopia_Eritrea_9K
ELS6402-262	Ethiopia_Eritrea_9K
ELS6402-263	Ethiopia_Eritrea_9K
ELS6402-264	Ethiopia_Eritrea_9K
ELS6402-265	Ethiopia_Eritrea_9K
ELS6402-266	Ethiopia_Eritrea_9K
ELS6402-267	Ethiopia_Eritrea_9K
ELS6402-268	Ethiopia_Eritrea_9K
ELS6402-277	Ethiopia_Eritrea_9K
ELS6402-353	Ethiopia_Eritrea_9K
ELS6402-375	Ethiopia_Eritrea_9K
ELS6402-380	Ethiopia_Eritrea_9K
ELS6402-414	Ethiopia_Eritrea_9K
ELS6402-472	Ethiopia_Eritrea_9K
ELS6402-513	Ethiopia_Eritrea_9K
ELS6402-573	Ethiopia_Eritrea_9K
GAW11-2	Ethiopia_Eritrea_9K
GAW110-1	Ethiopia_Eritrea_9K
GAW122-1	Ethiopia_Eritrea_9K
GAW125-1	Ethiopia_Eritrea_9K
GAW126-3	Ethiopia_Eritrea_9K
GAW144-5	Ethiopia_Eritrea_9K
GAW27-1	Ethiopia_Eritrea_9K
GAW32-4	Ethiopia_Eritrea_9K
GAW48-17	Ethiopia_Eritrea_9K
GAW81-5	Ethiopia_Eritrea_9K
GAW84-5	Ethiopia_Eritrea_9K
H-2204	Ethiopia_Eritrea_9K
H-2215	Ethiopia_Eritrea_9K
H-2222	Ethiopia_Eritrea_9K
IAR/B/101-1	Ethiopia_Eritrea_9K
IAR/B/107	Ethiopia_Eritrea_9K
IAR/B/110	Ethiopia_Eritrea_9K
IAR/B/123	Ethiopia_Eritrea_9K
IAR/B/133	Ethiopia_Eritrea_9K
IAR/B/159	Ethiopia_Eritrea_9K
IAR/B/214-2	Ethiopia_Eritrea_9K
IAR/B/216-1	Ethiopia_Eritrea_9K
IAR/B/244-2	Ethiopia_Eritrea_9K
IAR/B/246-2	Ethiopia_Eritrea_9K
IAR/B/257-3	Ethiopia_Eritrea_9K
IAR/B/271	Ethiopia_Eritrea_9K
IAR/B/280-1	Ethiopia_Eritrea_9K
IAR/B/292-1	Ethiopia_Eritrea_9K
IAR/B/31	Ethiopia_Eritrea_9K
IAR/B/337-1	Ethiopia_Eritrea_9K
IAR/B/411-2	Ethiopia_Eritrea_9K
IAR/B/428-2	Ethiopia_Eritrea_9K
IAR/B/450	Ethiopia_Eritrea_9K
IAR/B/467-2	Ethiopia_Eritrea_9K
IAR/B/506-1	Ethiopia_Eritrea_9K
IAR/B/514-2	Ethiopia_Eritrea_9K
IAR/B/521-3	Ethiopia_Eritrea_9K
IAR/B/76	Ethiopia_Eritrea_9K
IAR/B/85	Ethiopia_Eritrea_9K
IAR/B/99-2	Ethiopia_Eritrea_9K
PI130582	Ethiopia_Eritrea_9K
PI358287	Ethiopia_Eritrea_9K
ST1256HARAR	Ethiopia_Eritrea_9K
9743	Ethiopia_Eritrea_9K
ELS6402-376D	Ethiopia_Eritrea_9K
ELS6402-379	Ethiopia_Eritrea_9K
CI10587	TCFW6_LTT_9K
VIOLETTA	TCFW6_LTT_9K
PEARL	TCFW6_LTT_9K
MARIS_OTTER	TCFW6_LTT_9K
OWB-DOMINANT	TCFW6_LTT_9K	OWB_GBS_2012
OWB-RECESSIVE	TCFW6_LTT_9K	OWB_GBS_2012
M109	2007BOPA1_MN_PRECAP	2011BOPA1_MN_WC0	WBIP_9K_Parents	BOPA1_MN_WB_2011	WBIP384_ABNAM_2012
